ID,Suhu,Humid,Hujan,NDVI,Luas Konversi,Kecamatan,Label
D12737,28.3,86,768,0.42,826,Rawas Ulu,Sedang
D12738,28.9,88,528,0.48,840,Rawas Ulu,Sedang
D12739,29.2,88,513,0.51,821,Rawas Ulu,Sedang
D12740,27.9,90,1422,0.49,757,Rawas Ulu,Rendah
D12741,29.0,91,576,0.42,750,Rawas Ulu,Sedang
D12742,29.6,89,153,0.47,830,Rawas Ulu,Sedang
D12743,30.1,88,90,0.49,779,Rawas Ulu,Sedang
D12744,29.3,85,444,0.47,824,Rawas Ulu,Sedang
D12745,29.2,86,96,0.51,824,Rawas Ulu,Sedang
D12746,29.6,86,108,0.44,772,Rawas Ulu,Sedang
D12747,27.7,87,24,0.45,759,Rawas Ulu,Rendah
D12748,28.2,87,540,0.47,765,Rawas Ulu,Sedang
D12749,26.9,89,426,0.43,789,Rawas Ulu,Rendah
D12750,28.8,87,222,0.45,809,Rawas Ulu,Sedang
D12751,28.3,87,39,0.44,795,Rawas Ulu,Sedang
D12752,27.9,88,108,0.52,784,Rawas Ulu,Rendah
D12753,29.2,81,18,0.48,756,Rawas Ulu,Sedang
D12754,29.9,81,429,0.44,762,Rawas Ulu,Sedang
D12755,27.7,90,534,0.45,805,Rawas Ulu,Rendah
D12756,28.0,88,756,0.47,806,Rawas Ulu,Sedang
D12757,27.3,89,315,0.41,869,Rawas Ulu,Rendah
D12758,29.6,85,12,0.42,849,Rawas Ulu,Sedang
D12759,28.9,87,246,0.41,869,Rawas Ulu,Sedang
D12760,29.0,87,312,0.43,880,Rawas Ulu,Sedang
D12761,29.6,84,390,0.43,837,Rawas Ulu,Sedang
D12762,28.7,85,39,0.47,819,Rawas Ulu,Sedang
D12763,29.5,87,327,0.48,845,Rawas Ulu,Sedang
D12764,28.5,87,435,0.43,821,Rawas Ulu,Sedang
D12765,27.6,90,705,0.43,855,Rawas Ulu,Rendah
D12766,29.1,85,63,0.45,918,Rawas Ulu,Sedang
D12767,29.5,83,93,0.46,841,Rawas Ulu,Sedang
D12768,29.4,84,69,0.45,837,Rawas Ulu,Sedang
D12769,29.6,82,60,0.48,837,Rawas Ulu,Sedang
D12770,28.5,83,15,0.42,817,Rawas Ulu,Sedang
D12771,29.5,86,117,0.5,789,Rawas Ulu,Sedang
D12772,27.8,87,336,0.47,853,Rawas Ulu,Rendah
D12773,28.8,89,252,0.45,820,Rawas Ulu,Sedang
D12774,29.3,85,312,0.42,859,Rawas Ulu,Sedang
D12775,26.9,86,195,0.49,846,Rawas Ulu,Rendah
D12776,27.1,89,753,0.43,797,Rawas Ulu,Rendah
D12777,28.2,89,1122,0.45,881,Rawas Ulu,Sedang
D12778,30.1,85,111,0.44,811,Rawas Ulu,Sedang
D12779,29.5,86,189,0.42,826,Rawas Ulu,Sedang
D12780,28.9,85,501,0.48,885,Rawas Ulu,Sedang
D12781,29.2,83,87,0.5,848,Rawas Ulu,Sedang
D12782,29.9,84,75,0.43,818,Rawas Ulu,Sedang
D12783,28.3,84,141,0.43,802,Rawas Ulu,Sedang
D12784,29.9,85,96,0.48,850,Rawas Ulu,Sedang
D12785,27.9,87,336,0.48,885,Rawas Ulu,Rendah
D12786,28.5,85,153,0.44,889,Rawas Ulu,Sedang
D12787,28.5,88,2088,0.5,853,Rawas Ulu,Sedang
D12788,28.4,88,780,0.5,847,Rawas Ulu,Sedang
D12789,28.5,86,357,0.45,781,Rawas Ulu,Sedang
D12790,28.2,87,465,0.43,800,Rawas Ulu,Sedang
D12791,28.5,90,675,0.43,837,Rawas Ulu,Sedang
D12792,28.9,83,183,0.46,845,Rawas Ulu,Sedang
D12793,27.7,82,426,0.46,798,Rawas Ulu,Rendah
D12794,28.9,84,135,0.43,867,Rawas Ulu,Sedang
D12795,27.9,88,105,0.46,800,Rawas Ulu,Rendah
D12796,29.5,84,12,0.49,813,Rawas Ulu,Sedang
D12797,29.5,81,12,0.42,859,Rawas Ulu,Sedang
D12798,29.8,80,3,0.44,827,Rawas Ulu,Sedang
D12799,30.8,78,6,0.47,843,Rawas Ulu,Sedang
D12800,29.4,84,63,0.47,850,Rawas Ulu,Sedang
D12801,29.3,86,114,0.49,827,Rawas Ulu,Sedang
D12802,28.8,86,519,0.41,837,Rawas Ulu,Sedang
D12803,29.0,81,3,0.44,816,Rawas Ulu,Sedang
D12804,29.7,85,582,0.44,817,Rawas Ulu,Sedang
D12805,28.6,87,210,0.43,811,Rawas Ulu,Sedang
D12806,29.4,86,111,0.48,855,Rawas Ulu,Sedang
D12807,28.5,84,270,0.47,860,Rawas Ulu,Sedang
D12808,28.3,86,90,0.42,816,Rawas Ulu,Sedang
D12809,29.0,86,522,0.5,840,Rawas Ulu,Sedang
D12810,29.8,81,0,0.48,876,Rawas Ulu,Sedang
D12811,30.0,80,0,0.46,808,Rawas Ulu,Sedang
D12812,29.6,81,9,0.41,856,Rawas Ulu,Sedang
D12813,28.3,83,135,0.47,891,Rawas Ulu,Sedang
D12814,28.7,84,105,0.46,851,Rawas Ulu,Sedang
D12815,29.4,84,39,0.43,862,Rawas Ulu,Sedang
D12816,28.5,82,492,0.47,864,Rawas Ulu,Sedang
D12817,27.7,86,486,0.49,811,Rawas Ulu,Rendah
D12818,28.9,83,183,0.49,835,Rawas Ulu,Sedang
D12819,29.0,86,123,0.44,849,Rawas Ulu,Sedang
D12820,29.6,86,99,0.42,822,Rawas Ulu,Sedang
D12821,28.9,87,597,0.41,847,Rawas Ulu,Sedang
D12822,30.4,84,87,0.45,859,Rawas Ulu,Sedang
D12823,29.4,87,225,0.42,830,Rawas Ulu,Sedang
D12824,27.6,89,558,0.47,844,Rawas Ulu,Rendah
D12825,28.4,88,327,0.44,802,Rawas Ulu,Sedang
D12826,29.7,87,66,0.45,821,Rawas Ulu,Sedang
D12827,29.3,88,594,0.44,856,Rawas Ulu,Sedang
D12828,29.0,89,1029,0.47,819,Rawas Ulu,Sedang
D12829,28.7,90,891,0.47,856,Rawas Ulu,Sedang
D12830,29.2,87,162,0.41,803,Rawas Ulu,Sedang
D12831,27.6,90,582,0.47,840,Rawas Ulu,Rendah
D12832,29.5,90,441,0.44,838,Rawas Ulu,Sedang
D12833,30.4,86,69,0.47,842,Rawas Ulu,Sedang
D12834,30.3,79,171,0.5,854,Rawas Ulu,Sedang
D12835,29.6,81,9,0.48,850,Rawas Ulu,Sedang
D12836,31.1,83,120,0.46,769,Rawas Ulu,Sedang
D12837,30.5,78,0,0.42,822,Rawas Ulu,Sedang
D12838,29.5,76,0,0.43,845,Rawas Ulu,Sedang
D12839,31.4,79,9,0.48,832,Rawas Ulu,Sedang
D12840,30.7,83,156,0.41,864,Rawas Ulu,Sedang
D12841,29.8,77,6,0.49,840,Rawas Ulu,Sedang
D12842,29.8,78,0,0.51,829,Rawas Ulu,Sedang
D12843,30.8,72,3,0.49,898,Rawas Ulu,Sedang
D12844,30.2,79,69,0.46,867,Rawas Ulu,Sedang
D12845,29.4,84,30,0.42,802,Rawas Ulu,Sedang
D12846,29.8,84,9,0.42,848,Rawas Ulu,Sedang
D12847,30.7,78,42,0.5,901,Rawas Ulu,Sedang
D12848,30.7,76,12,0.48,830,Rawas Ulu,Sedang
D12849,30.0,78,6,0.47,921,Rawas Ulu,Sedang
D12850,29.9,84,459,0.49,789,Rawas Ulu,Sedang
D12851,28.1,87,300,0.45,824,Rawas Ulu,Sedang
D12852,27.6,85,255,0.46,837,Rawas Ulu,Rendah
D12853,29.6,85,174,0.47,775,Rawas Ulu,Sedang
D12854,29.4,86,48,0.42,821,Rawas Ulu,Sedang
D12855,30.0,87,48,0.47,842,Rawas Ulu,Sedang
D12856,28.6,88,147,0.5,881,Rawas Ulu,Sedang
D12857,29.1,87,33,0.42,799,Rawas Ulu,Sedang
D12858,29.6,88,93,0.46,884,Rawas Ulu,Sedang
D12859,28.2,87,84,0.42,822,Rawas Ulu,Sedang
D12860,29.0,88,672,0.43,844,Rawas Ulu,Sedang
D12861,30.1,86,171,0.47,794,Rawas Ulu,Sedang
D12862,30.1,87,276,0.51,822,Rawas Ulu,Sedang
D12863,29.3,89,948,0.49,871,Rawas Ulu,Sedang
D12864,29.0,87,777,0.46,806,Rawas Ulu,Sedang
D12865,28.1,90,282,0.46,864,Rawas Ulu,Sedang
D12866,28.7,88,285,0.41,832,Rawas Ulu,Sedang
D12867,28.9,90,471,0.41,843,Rawas Ulu,Sedang
D12868,28.1,91,651,0.45,867,Rawas Ulu,Sedang
D12869,28.0,88,675,0.42,823,Rawas Ulu,Sedang
D12870,29.3,90,261,0.43,802,Rawas Ulu,Sedang
D12871,28.9,85,3,0.45,873,Rawas Ulu,Sedang
D12872,30.1,88,39,0.47,846,Rawas Ulu,Sedang
D12873,29.4,85,141,0.43,849,Rawas Ulu,Sedang
D12874,29.8,86,708,0.45,802,Rawas Ulu,Sedang
D12875,29.2,89,369,0.43,842,Rawas Ulu,Sedang
D12876,30.3,87,3,0.47,832,Rawas Ulu,Sedang
D12877,28.5,88,138,0.48,868,Rawas Ulu,Sedang
D12878,29.7,86,36,0.49,779,Rawas Ulu,Sedang
D12879,28.8,92,939,0.45,820,Rawas Ulu,Sedang
D12880,29.9,87,108,0.47,863,Rawas Ulu,Sedang
D12881,29.3,88,567,0.5,812,Rawas Ulu,Sedang
D12882,30.5,89,324,0.42,872,Rawas Ulu,Sedang
D12883,28.5,88,69,0.41,862,Rawas Ulu,Sedang
D12884,29.4,89,168,0.47,869,Rawas Ulu,Sedang
D12885,29.6,86,546,0.49,799,Rawas Ulu,Sedang
D12886,30.4,85,12,0.49,784,Rawas Ulu,Sedang
D12887,29.6,87,258,0.47,830,Rawas Ulu,Sedang
D12888,30.5,85,0,0.41,866,Rawas Ulu,Sedang
D12889,31.2,85,75,0.44,865,Rawas Ulu,Sedang
D12890,28.8,91,279,0.43,845,Rawas Ulu,Sedang
D12891,28.8,88,537,0.5,810,Rawas Ulu,Sedang
D12892,30.7,84,0,0.48,856,Rawas Ulu,Sedang
D12893,30.5,87,54,0.44,850,Rawas Ulu,Sedang
D12894,28.8,87,354,0.47,829,Rawas Ulu,Sedang
D12895,30.2,85,6,0.49,849,Rawas Ulu,Sedang
D12896,28.9,89,267,0.44,834,Rawas Ulu,Sedang
D12897,29.2,85,0,0.46,790,Rawas Ulu,Sedang
D12898,29.2,86,105,0.46,857,Rawas Ulu,Sedang
D12899,29.6,89,156,0.5,865,Rawas Ulu,Sedang
D12900,27.4,93,690,0.48,809,Rawas Ulu,Rendah
D12901,28.5,85,21,0.47,857,Rawas Ulu,Sedang
D12902,29.0,86,492,0.46,857,Rawas Ulu,Sedang
D12903,28.7,86,0,0.47,847,Rawas Ulu,Sedang
D12904,30.2,83,204,0.5,840,Rawas Ulu,Sedang
D12905,29.0,83,72,0.43,834,Rawas Ulu,Sedang
D12906,29.0,84,12,0.42,821,Rawas Ulu,Sedang
D12907,28.4,87,273,0.42,851,Rawas Ulu,Sedang
D12908,29.2,89,678,0.46,811,Rawas Ulu,Sedang
D12909,29.8,86,18,0.46,808,Rawas Ulu,Sedang
D12910,28.2,88,405,0.45,810,Rawas Ulu,Sedang
D12911,27.9,88,297,0.5,885,Rawas Ulu,Rendah
D12912,28.8,89,108,0.44,854,Rawas Ulu,Sedang
D12913,29.5,86,24,0.43,841,Rawas Ulu,Sedang
D12914,27.8,91,327,0.46,849,Rawas Ulu,Rendah
D12915,28.1,92,477,0.45,801,Rawas Ulu,Sedang
D12916,28.6,86,156,0.43,904,Rawas Ulu,Sedang
D12917,27.8,88,513,0.42,830,Rawas Ulu,Rendah
D12918,27.7,88,135,0.41,791,Rawas Ulu,Rendah
D12919,29.0,87,411,0.49,834,Rawas Ulu,Sedang
D12920,29.4,86,36,0.48,859,Rawas Ulu,Sedang
D12921,28.1,90,435,0.43,820,Rawas Ulu,Sedang
D12922,29.2,89,405,0.41,787,Rawas Ulu,Sedang
D12923,28.8,89,192,0.5,816,Rawas Ulu,Sedang
D12924,27.5,90,210,0.49,838,Rawas Ulu,Rendah
D12925,28.6,89,714,0.49,782,Rawas Ulu,Sedang
D12926,29.0,87,192,0.46,849,Rawas Ulu,Sedang
D12927,27.2,90,492,0.44,837,Rawas Ulu,Rendah
D12928,27.7,91,846,0.5,824,Rawas Ulu,Rendah
D12929,28.4,91,423,0.42,766,Rawas Ulu,Sedang
D12930,28.2,91,312,0.5,840,Rawas Ulu,Sedang
D12931,29.1,88,465,0.46,794,Rawas Ulu,Sedang
D12932,27.6,89,111,0.46,775,Rawas Ulu,Rendah
D12933,29.0,87,9,0.44,864,Rawas Ulu,Sedang
D12934,29.7,86,345,0.48,833,Rawas Ulu,Sedang
D12935,28.4,89,18,0.45,842,Rawas Ulu,Sedang
D12936,27.8,89,108,0.45,863,Rawas Ulu,Rendah
D12937,27.6,82,0,0.5,829,Rawas Ulu,Rendah
D12938,28.8,79,0,0.48,849,Rawas Ulu,Sedang
D12939,30.5,81,33,0.5,867,Rawas Ulu,Sedang
D12940,28.0,89,510,0.49,876,Rawas Ulu,Rendah
D12941,28.0,91,351,0.44,837,Rawas Ulu,Sedang
D12942,28.2,86,177,0.44,822,Rawas Ulu,Sedang
D12943,29.3,86,15,0.45,800,Rawas Ulu,Sedang
D12944,29.3,82,48,0.41,831,Rawas Ulu,Sedang
D12945,30.1,80,9,0.43,826,Rawas Ulu,Sedang
D12946,29.5,85,12,0.42,855,Rawas Ulu,Sedang
D12947,29.4,84,15,0.42,869,Rawas Ulu,Sedang
D12948,28.7,87,840,0.44,835,Rawas Ulu,Sedang
D12949,28.2,90,192,0.41,863,Rawas Ulu,Sedang
D12950,29.2,88,873,0.44,864,Rawas Ulu,Sedang
D12951,27.8,87,21,0.46,876,Rawas Ulu,Rendah
D12952,28.9,86,0,0.45,858,Rawas Ulu,Sedang
D12953,29.3,85,0,0.47,857,Rawas Ulu,Sedang
D12954,29.4,83,30,0.44,795,Rawas Ulu,Sedang
D12955,29.1,84,90,0.44,837,Rawas Ulu,Sedang
D12956,28.0,87,195,0.47,821,Rawas Ulu,Rendah
D12957,28.6,87,570,0.49,821,Rawas Ulu,Sedang
D12958,28.0,87,42,0.5,768,Rawas Ulu,Sedang
D12959,27.4,89,411,0.47,876,Rawas Ulu,Rendah
D12960,28.0,89,561,0.5,874,Rawas Ulu,Sedang
D12961,27.5,91,681,0.47,856,Rawas Ulu,Rendah
D12962,28.3,87,96,0.48,816,Rawas Ulu,Sedang
D12963,29.5,86,30,0.5,846,Rawas Ulu,Sedang
D12964,29.9,88,33,0.45,876,Rawas Ulu,Sedang
D12965,28.5,89,390,0.47,824,Rawas Ulu,Sedang
D12966,28.5,91,48,0.43,853,Rawas Ulu,Sedang
D12967,29.2,88,84,0.45,796,Rawas Ulu,Sedang
D12968,29.8,86,492,0.42,797,Rawas Ulu,Sedang
D12969,28.1,89,405,0.48,843,Rawas Ulu,Sedang
D12970,27.8,93,423,0.47,813,Rawas Ulu,Rendah
D12971,28.5,90,477,0.48,810,Rawas Ulu,Sedang
D12972,28.0,85,42,0.45,830,Rawas Ulu,Sedang
D12973,29.1,84,102,0.46,780,Rawas Ulu,Sedang
D12974,30.0,84,324,0.45,835,Rawas Ulu,Sedang
D12975,29.1,83,0,0.51,842,Rawas Ulu,Sedang
D12976,29.3,83,186,0.47,823,Rawas Ulu,Sedang
D12977,28.9,80,45,0.43,758,Rawas Ulu,Sedang
D12978,31.1,81,66,0.42,859,Rawas Ulu,Sedang
D12979,29.0,86,468,0.46,901,Rawas Ulu,Sedang
D12980,28.5,87,210,0.42,855,Rawas Ulu,Sedang
D12981,29.8,88,207,0.49,821,Rawas Ulu,Sedang
D12982,28.8,87,204,0.45,871,Rawas Ulu,Sedang
D12983,30.1,87,81,0.43,856,Rawas Ulu,Sedang
D12984,30.2,85,300,0.48,854,Rawas Ulu,Sedang
D12985,28.1,88,1113,0.43,811,Rawas Ulu,Sedang
D12986,28.5,86,717,0.48,857,Rawas Ulu,Sedang
D12987,27.7,90,1293,0.41,867,Rawas Ulu,Rendah
D12988,28.4,88,765,0.51,840,Rawas Ulu,Sedang
D12989,28.8,85,330,0.45,915,Rawas Ulu,Sedang
D12990,27.3,90,687,0.48,838,Rawas Ulu,Rendah
D12991,29.6,84,378,0.51,846,Rawas Ulu,Sedang
D12992,28.6,87,240,0.48,825,Rawas Ulu,Sedang
D12993,30.0,82,18,0.42,777,Rawas Ulu,Sedang
D12994,29.0,88,576,0.46,804,Rawas Ulu,Sedang
D12995,28.8,88,651,0.46,785,Rawas Ulu,Sedang
D12996,27.6,90,840,0.42,843,Rawas Ulu,Rendah
D12997,27.7,84,714,0.49,821,Rawas Ulu,Rendah
D12998,29.2,89,501,0.44,826,Rawas Ulu,Sedang
D12999,27.7,88,471,0.47,868,Rawas Ulu,Rendah
D13000,28.7,90,669,0.48,837,Rawas Ulu,Sedang
D13001,28.3,90,144,0.45,844,Rawas Ulu,Sedang
D13002,29.1,83,27,0.44,836,Rawas Ulu,Sedang
D13003,28.7,84,24,0.42,837,Rawas Ulu,Sedang
D13004,29.1,87,483,0.44,903,Rawas Ulu,Sedang
D13005,27.2,88,396,0.43,864,Rawas Ulu,Rendah
D13006,27.4,91,390,0.46,811,Rawas Ulu,Rendah
D13007,29.2,90,318,0.49,825,Rawas Ulu,Sedang
D13008,26.7,91,123,0.42,842,Rawas Ulu,Rendah
D13009,28.6,84,372,0.44,840,Rawas Ulu,Sedang
D13010,27.0,88,369,0.48,875,Rawas Ulu,Rendah
D13011,28.1,86,156,0.46,834,Rawas Ulu,Sedang
D13012,29.5,82,0,0.47,816,Rawas Ulu,Sedang
D13013,29.4,79,0,0.41,814,Rawas Ulu,Sedang
D13014,30.8,79,9,0.44,851,Rawas Ulu,Sedang
D13015,30.5,81,21,0.46,817,Rawas Ulu,Sedang
D13016,29.0,86,570,0.42,817,Rawas Ulu,Sedang
D13017,27.4,90,78,0.46,839,Rawas Ulu,Rendah
D13018,28.4,85,579,0.49,770,Rawas Ulu,Sedang
D13019,28.8,86,168,0.47,819,Rawas Ulu,Sedang
D13020,29.0,85,177,0.45,867,Rawas Ulu,Sedang
D13021,29.9,85,84,0.45,824,Rawas Ulu,Sedang
D13022,28.7,86,63,0.45,852,Rawas Ulu,Sedang
D13023,29.8,83,27,0.48,856,Rawas Ulu,Sedang
D13024,29.4,82,0,0.46,849,Rawas Ulu,Sedang
D13025,30.3,79,3,0.49,766,Rawas Ulu,Sedang
D13026,28.8,83,66,0.49,812,Rawas Ulu,Sedang
D13027,29.6,85,48,0.48,849,Rawas Ulu,Sedang
D13028,30.1,85,612,0.41,822,Rawas Ulu,Sedang
D13029,27.8,89,1674,0.49,882,Rawas Ulu,Rendah
D13030,27.3,91,714,0.41,876,Rawas Ulu,Rendah
D13031,28.8,85,123,0.42,810,Rawas Ulu,Sedang
D13032,28.0,88,807,0.42,910,Rawas Ulu,Rendah
D13033,27.5,87,282,0.5,820,Rawas Ulu,Rendah
D13034,27.9,92,384,0.51,837,Rawas Ulu,Rendah
D13035,27.6,90,219,0.41,861,Rawas Ulu,Rendah
D13036,27.6,89,87,0.49,810,Rawas Ulu,Rendah
D13037,29.4,86,480,0.49,861,Rawas Ulu,Sedang
D13038,29.3,87,18,0.41,787,Rawas Ulu,Sedang
D13039,27.4,91,732,0.5,816,Rawas Ulu,Rendah
D13040,28.5,87,690,0.5,805,Rawas Ulu,Sedang
D13041,28.9,89,165,0.46,862,Rawas Ulu,Sedang
D13042,28.4,90,96,0.46,824,Rawas Ulu,Sedang
D13043,28.5,90,156,0.43,758,Rawas Ulu,Sedang
D13044,27.8,88,699,0.45,861,Rawas Ulu,Rendah
D13045,28.2,88,159,0.42,843,Rawas Ulu,Sedang
D13046,27.8,89,780,0.47,854,Rawas Ulu,Rendah
D13047,30.1,88,198,0.46,808,Rawas Ulu,Sedang
D13048,30.2,85,189,0.5,862,Rawas Ulu,Sedang
D13049,29.5,87,300,0.47,794,Rawas Ulu,Sedang
D13050,30.0,86,372,0.44,845,Rawas Ulu,Sedang
D13051,28.7,85,291,0.45,854,Rawas Ulu,Sedang
D13052,28.2,86,729,0.41,885,Rawas Ulu,Sedang
D13053,29.4,89,828,0.44,832,Rawas Ulu,Sedang
D13054,28.2,88,294,0.47,825,Rawas Ulu,Sedang
D13055,28.5,86,546,0.49,830,Rawas Ulu,Sedang
D13056,28.5,89,366,0.5,780,Rawas Ulu,Sedang
D13057,29.5,88,369,0.44,792,Rawas Ulu,Sedang
D13058,28.4,89,825,0.47,835,Rawas Ulu,Sedang
D13059,28.9,89,183,0.41,869,Rawas Ulu,Sedang
D13060,29.9,89,96,0.45,822,Rawas Ulu,Sedang
D13061,30.1,88,498,0.46,871,Rawas Ulu,Sedang
D13062,29.1,88,99,0.5,835,Rawas Ulu,Sedang
D13063,29.5,90,1137,0.49,900,Rawas Ulu,Sedang
D13064,28.2,88,834,0.45,816,Rawas Ulu,Sedang
D13065,28.5,90,849,0.46,846,Rawas Ulu,Sedang
D13066,28.9,89,618,0.49,854,Rawas Ulu,Sedang
D13067,28.2,89,810,0.49,839,Rawas Ulu,Sedang
D13068,27.7,88,666,0.49,810,Rawas Ulu,Rendah
D13069,28.5,88,201,0.44,791,Rawas Ulu,Sedang
D13070,28.8,88,396,0.43,853,Rawas Ulu,Sedang
D13071,28.7,88,1230,0.43,826,Rawas Ulu,Sedang
D13072,29.0,90,837,0.47,841,Rawas Ulu,Sedang
D13073,28.5,88,396,0.43,816,Rawas Ulu,Sedang
D13074,29.7,85,156,0.41,844,Rawas Ulu,Sedang
D13075,29.1,89,360,0.43,840,Rawas Ulu,Sedang
D13076,28.4,87,90,0.47,815,Rawas Ulu,Sedang
D13077,29.7,85,165,0.48,816,Rawas Ulu,Sedang
D13078,28.3,87,189,0.44,793,Rawas Ulu,Sedang
D13079,29.5,85,210,0.47,834,Rawas Ulu,Sedang
D13080,29.3,84,273,0.49,843,Rawas Ulu,Sedang
D13081,29.8,83,27,0.49,914,Rawas Ulu,Sedang
D13082,28.9,89,123,0.44,852,Rawas Ulu,Sedang
D13083,29.6,87,312,0.43,771,Rawas Ulu,Sedang
D13084,28.6,89,273,0.42,823,Rawas Ulu,Sedang
D13085,29.7,88,285,0.43,817,Rawas Ulu,Sedang
D13086,29.3,89,138,0.41,822,Rawas Ulu,Sedang
D13087,27.8,88,264,0.49,857,Rawas Ulu,Rendah
D13088,29.0,89,798,0.5,840,Rawas Ulu,Sedang
D13089,27.7,91,507,0.41,898,Rawas Ulu,Rendah
D13090,29.2,88,1164,0.49,837,Rawas Ulu,Sedang
D13091,28.4,91,507,0.49,834,Rawas Ulu,Sedang
D13092,28.5,91,924,0.42,845,Rawas Ulu,Sedang
D13093,28.9,89,159,0.43,796,Rawas Ulu,Sedang
D13094,27.8,91,543,0.43,829,Rawas Ulu,Rendah
D13095,29.1,87,420,0.45,831,Rawas Ulu,Sedang
D13096,29.3,88,477,0.51,868,Rawas Ulu,Sedang
D13097,28.3,89,390,0.45,830,Rawas Ulu,Sedang
D13098,27.1,89,159,0.49,840,Rawas Ulu,Rendah
D13099,28.3,90,558,0.45,854,Rawas Ulu,Sedang
D13100,28.6,90,177,0.42,802,Rawas Ulu,Sedang
D13101,28.3,88,216,0.48,825,Rawas Ulu,Sedang
D13102,27.8,88,51,0.49,789,Rawas Ulu,Rendah
D13103,28.3,85,294,0.41,851,Rawas Ulu,Sedang
D13104,27.6,87,0,0.49,868,Rawas Ulu,Rendah
D13105,30.3,84,471,0.49,823,Rawas Ulu,Sedang
D13106,29.4,88,132,0.43,863,Rawas Ulu,Sedang
D13107,28.7,84,126,0.45,824,Rawas Ulu,Sedang
D13108,30.0,83,15,0.43,822,Rawas Ulu,Sedang
D13109,28.1,88,279,0.45,836,Rawas Ulu,Sedang
D13110,28.6,85,291,0.49,857,Rawas Ulu,Sedang
D13111,29.8,82,21,0.48,798,Rawas Ulu,Sedang
D13112,29.5,83,12,0.41,843,Rawas Ulu,Sedang
D13113,28.4,84,213,0.44,838,Rawas Ulu,Sedang
D13114,29.0,86,27,0.41,795,Rawas Ulu,Sedang
D13115,28.6,83,0,0.41,807,Rawas Ulu,Sedang
D13116,27.9,82,30,0.48,857,Rawas Ulu,Rendah
D13117,29.2,86,114,0.41,863,Rawas Ulu,Sedang
D13118,27.4,91,276,0.42,799,Rawas Ulu,Rendah
D13119,27.8,86,300,0.42,859,Rawas Ulu,Rendah
D13120,28.0,84,66,0.43,817,Rawas Ulu,Sedang
D13121,28.3,87,855,0.41,841,Rawas Ulu,Sedang
D13122,27.5,88,372,0.45,874,Rawas Ulu,Rendah
D13123,28.9,89,153,0.46,844,Rawas Ulu,Sedang
D13124,27.5,89,213,0.42,794,Rawas Ulu,Rendah
D13125,28.6,85,351,0.44,934,Rawas Ulu,Sedang
D13126,28.9,87,114,0.49,871,Rawas Ulu,Sedang
D13127,28.4,87,426,0.4,919,Rawas Ulu,Sedang
D13128,28.2,86,279,0.46,883,Rawas Ulu,Sedang
D13129,30.2,85,60,0.4,861,Rawas Ulu,Sedang
D13130,28.6,85,354,0.44,871,Rawas Ulu,Sedang
D13131,29.2,87,282,0.45,849,Rawas Ulu,Sedang
D13132,28.1,87,225,0.45,843,Rawas Ulu,Sedang
D13133,29.9,91,297,0.4,867,Rawas Ulu,Sedang
D13134,29.7,87,216,0.42,925,Rawas Ulu,Sedang
D13135,29.1,90,360,0.43,859,Rawas Ulu,Sedang
D13136,28.4,89,195,0.48,912,Rawas Ulu,Sedang
D13137,26.7,91,765,0.44,827,Rawas Ulu,Rendah
D13138,28.0,88,651,0.48,865,Rawas Ulu,Sedang
D13139,26.9,92,588,0.48,869,Rawas Ulu,Rendah
D13140,27.8,87,372,0.49,912,Rawas Ulu,Rendah
D13141,28.4,85,129,0.49,824,Rawas Ulu,Sedang
D13142,29.1,87,522,0.46,889,Rawas Ulu,Sedang
D13143,27.9,89,636,0.49,930,Rawas Ulu,Rendah
D13144,28.3,89,327,0.46,866,Rawas Ulu,Sedang
D13145,29.0,82,30,0.49,863,Rawas Ulu,Sedang
D13146,27.5,82,3,0.49,865,Rawas Ulu,Rendah
D13147,28.9,85,405,0.46,866,Rawas Ulu,Sedang
D13148,28.1,86,333,0.43,870,Rawas Ulu,Sedang
D13149,27.0,87,42,0.46,914,Rawas Ulu,Rendah
D13150,28.6,84,210,0.48,884,Rawas Ulu,Sedang
D13151,27.9,88,360,0.48,837,Rawas Ulu,Rendah
D13152,27.9,85,6,0.43,843,Rawas Ulu,Rendah
D13153,28.0,86,264,0.49,875,Rawas Ulu,Rendah
D13154,28.7,87,3,0.48,852,Rawas Ulu,Sedang
D13155,29.0,84,420,0.42,890,Rawas Ulu,Sedang
D13156,28.4,83,48,0.46,868,Rawas Ulu,Sedang
D13157,29.6,84,0,0.43,887,Rawas Ulu,Sedang
D13158,28.4,84,123,0.46,814,Rawas Ulu,Sedang
D13159,29.9,83,6,0.41,912,Rawas Ulu,Sedang
D13160,29.1,81,21,0.43,908,Rawas Ulu,Sedang
D13161,29.1,82,141,0.49,866,Rawas Ulu,Sedang
D13162,29.8,80,114,0.4,873,Rawas Ulu,Sedang
D13163,30.1,81,12,0.41,966,Rawas Ulu,Sedang
D13164,28.9,80,57,0.49,892,Rawas Ulu,Sedang
D13165,30.1,81,132,0.48,849,Rawas Ulu,Sedang
D13166,29.8,88,132,0.4,926,Rawas Ulu,Sedang
D13167,28.5,86,216,0.49,891,Rawas Ulu,Sedang
D13168,28.8,79,108,0.46,854,Rawas Ulu,Sedang
D13169,29.5,83,87,0.45,816,Rawas Ulu,Sedang
D13170,28.5,88,429,0.48,887,Rawas Ulu,Sedang
D13171,28.6,88,333,0.45,868,Rawas Ulu,Sedang
